id,createdAt,updatedAt,deletedAt,date,name,address,point,status,priceInCents,verified,logoPath,link,linkDisplay,polygon,groupID,pricePerN,approved,lat,lng,google_maps_url,price_in_dollars,local_time,updatedAt_local_time,createdAt_local_time
8083d192-2333-42e0-8755-6af606071ec4,2022-01-12T22:45:05.789Z,2022-01-12T22:45:05.789Z,,2022-01-12T22:45:05.487Z,Metro hurlstone park ,"11 Canterbury Rd, Canterbury NSW 2193, Australia","{'type': 'Point', 'coordinates': [151.1253691, -33.907707]}",IN_STOCK,,False,,,,,,,True,-33.907707,151.1253691,"https://maps.google.com/maps?q=11 Canterbury Rd, Canterbury NSW 2193, Australia",,2022-01-13 09:45:05.487000+11:00,2022-01-13 09:45:05.789000+11:00,2022-01-13 09:45:05.789000+11:00
76156213-36a1-4cd4-928e-dd90f7b82840,2022-01-12T22:39:25.174Z,2022-01-12T22:39:25.174Z,,2022-01-12T22:39:24.865Z,Wong Seng ,"26/52 Hume Hwy, Lansvale NSW 2166, Australia","{'type': 'Point', 'coordinates': [150.9492686, -33.8986209]}",IN_STOCK,,False,,,,,,,True,-33.8986209,150.9492686,"https://maps.google.com/maps?q=26/52 Hume Hwy, Lansvale NSW 2166, Australia",,2022-01-13 09:39:24.865000+11:00,2022-01-13 09:39:25.174000+11:00,2022-01-13 09:39:25.174000+11:00
8722dcbf-84a9-4365-86d3-577c224351d0,2022-01-12T22:16:43.179Z,2022-01-12T22:23:58.712Z,,2022-01-12T22:16:42.877Z,METRO DOYALSON,"50 Pacific Hwy, Doyalson NSW 2262, Australia","{'type': 'Point', 'coordinates': [151.5233893, -33.1996914]}",IN_STOCK,2000.0,False,,,,,,1.0,True,-33.1996914,151.5233893,"https://maps.google.com/maps?q=50 Pacific Hwy, Doyalson NSW 2262, Australia",20.0,2022-01-13 09:16:42.877000+11:00,2022-01-13 09:23:58.712000+11:00,2022-01-13 09:23:58.712000+11:00
6a5a18de-9c54-4833-8939-0e818421c6bc,2022-01-12T22:01:36.299Z,2022-01-12T22:01:36.299Z,,2022-01-12T22:01:35.999Z,Metro Hurlstone Park,"13-19 Canterbury Rd, Canterbury NSW 2193, Australia","{'type': 'Point', 'coordinates': [151.1252332, -33.9078127]}",IN_STOCK,3000.0,False,,,,,,1.0,True,-33.9078127,151.1252332,"https://maps.google.com/maps?q=13-19 Canterbury Rd, Canterbury NSW 2193, Australia",30.0,2022-01-13 09:01:35.999000+11:00,2022-01-13 09:01:36.299000+11:00,2022-01-13 09:01:36.299000+11:00
24678286-4ade-452b-a5a3-6f072e92bd59,2022-01-12T21:42:43.338Z,2022-01-12T21:42:43.338Z,,2022-01-12T21:42:43.036Z,Silverdome,"55 Oakden Rd, Prospect TAS 7250, Australia","{'type': 'Point', 'coordinates': [147.140193, -41.4752422]}",IN_STOCK,0.0,False,,,,,,2.0,True,-41.4752422,147.140193,"https://maps.google.com/maps?q=55 Oakden Rd, Prospect TAS 7250, Australia",0.0,2022-01-13 08:42:43.036000+11:00,2022-01-13 08:42:43.338000+11:00,2022-01-13 08:42:43.338000+11:00
9e06d41f-a944-40ef-8743-dc62a8475392,2022-01-12T20:42:17.176Z,2022-01-12T20:42:17.176Z,,2022-01-12T20:42:16.875Z,News on William ,"91 William St, Bathurst NSW 2795, Australia","{'type': 'Point', 'coordinates': [149.5805773, -33.4177973]}",IN_STOCK,4000.0,False,,,,,,2.0,True,-33.4177973,149.5805773,"https://maps.google.com/maps?q=91 William St, Bathurst NSW 2795, Australia",40.0,2022-01-13 07:42:16.875000+11:00,2022-01-13 07:42:17.176000+11:00,2022-01-13 07:42:17.176000+11:00
7dfa931a-5c93-4e89-8282-fac3f9722c38,2022-01-12T20:38:33.099Z,2022-01-12T20:38:33.099Z,,2022-01-12T20:38:32.794Z,TOBACCOCINO,"10/30 Charles St, Parramatta NSW 2150, Australia","{'type': 'Point', 'coordinates': [151.0094232, -33.8145026]}",IN_STOCK,2200.0,False,,,,,,1.0,True,-33.8145026,151.0094232,"https://maps.google.com/maps?q=10/30 Charles St, Parramatta NSW 2150, Australia",22.0,2022-01-13 07:38:32.794000+11:00,2022-01-13 07:38:33.099000+11:00,2022-01-13 07:38:33.099000+11:00
c1498e4f-f1c9-47f0-b1de-1eef915d4cfa,2022-01-12T19:48:28.770Z,2022-01-12T19:48:28.770Z,,2022-01-12T19:48:28.460Z,METRO CHULLORA,"331 Waterloo Rd, Greenacre NSW 2190, Australia","{'type': 'Point', 'coordinates': [151.0592662, -33.8959797]}",IN_STOCK,2000.0,False,,,,,,1.0,True,-33.8959797,151.0592662,"https://maps.google.com/maps?q=331 Waterloo Rd, Greenacre NSW 2190, Australia",20.0,2022-01-13 06:48:28.460000+11:00,2022-01-13 06:48:28.770000+11:00,2022-01-13 06:48:28.770000+11:00
235150e9-3e31-4b8d-8ce1-01a05887b3cb,2022-01-13T09:35:12.826Z,2022-01-13T09:35:12.826Z,,2022-01-13T09:35:12.516Z,GV Independent Packers,"25 Doyles Rd, Grahamvale VIC 3631, Australia","{'type': 'Point', 'coordinates': [145.4333038, -36.366455]}",LOW_STOCK,1000.0,False,,,,,,300.0,True,-36.366455,145.4333038,"https://maps.google.com/maps?q=25 Doyles Rd, Grahamvale VIC 3631, Australia",10.0,2022-01-13 20:35:12.516000+11:00,2022-01-13 20:35:12.826000+11:00,2022-01-13 20:35:12.826000+11:00
9576afea-8e9e-4ef2-b164-f112c4099c90,2022-01-13T09:15:12.237Z,2022-01-13T09:15:12.237Z,,2022-01-13T09:15:11.933Z,Romeo's Foodland,"161 St Bernards Rd, Rostrevor SA 5073, Australia","{'type': 'Point', 'coordinates': [138.6753311, -34.8963467]}",LOW_STOCK,3300.0,False,,,,,,2.0,True,-34.8963467,138.6753311,"https://maps.google.com/maps?q=161 St Bernards Rd, Rostrevor SA 5073, Australia",33.0,2022-01-13 20:15:11.933000+11:00,2022-01-13 20:15:12.237000+11:00,2022-01-13 20:15:12.237000+11:00
